"","age","working_sector","financial_weight","qualification","years_of_education","tax_paid","loan_taken","marital_status","occupation","relationship","ethnicity","gender","gain","loss","working_hours","country","target"
"17656",30,"Employed",194141," Some-college",10,3241.2161976099,"1","Un_married","inspector"," Not-in-family"," White"," Male",0,1617,40," United-States","0"
"17673",36,"Employed",93225," HS-grad",9,3899.6599540114,"1","Un_married","repair"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"17687",54,"Employed",118793," HS-grad",9,6807.9023472965,"1","Married","clerical"," Husband"," White"," Male",0,0,45," United-States","0"
"17749",65,"Employed",129426," Some-college",10,6732.1285102516,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"17754",50,"Employed",143953," HS-grad",9,4598.4593536705,"1","Married","sales"," Husband"," White"," Male",0,0,65," United-States","1"
"17772",41,"Employed",32121," HS-grad",9,6171.6543976218,"1","Married","inspector"," Husband"," White"," Male",0,0,40," United-States","1"
"17794",45,"Employed",223999," 9th",5,3918.6248015612,"1","Married","other"," Husband"," White"," Male",0,1848,40," United-States","1"
"17798",42,"Gov",100793," Bachelors",13,9287.6158561558,"1","Married","specialty"," Husband"," White"," Male",0,0,60," United-States","1"
"17799",39,"Gov",255407," HS-grad",9,2446.9485152513,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"17804",32,"Employed",107218," Bachelors",13,6128.0295699835,"1","Un_married","clerical"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," United-States","0"
"17828",21,"Employed",143604," HS-grad",9,8976.951694116,"1","Un_married","clerical"," Own-child"," White"," Female",0,0,40," United-States","0"
"17847",35,"Employed",140752," HS-grad",9,2981.9317385554,"1","Un_married","sales"," Not-in-family"," White"," Male",0,0,25," United-States","0"
"17879",24,"Employed",243368," Preschool",1,8174.7425161302,"1","Un_married","farming"," Not-in-family"," White"," Male",0,0,36," Mexico","0"
"17886",39,"Employed",252327," 9th",5,2106.6250484437,"1","Un_married","repair"," Own-child"," White"," Male",0,0,35," Mexico","0"
"17889",65,"Employed",264188," HS-grad",9,3207.8511081636,"1","Un_married","sales"," Not-in-family"," White"," Female",0,0,24," United-States","0"
"17895",39,"Employed",208109," HS-grad",9,5042.413674295,"1","Married","transport"," Husband"," White"," Male",0,0,60," United-States","1"
"17898",33,"Gov",293550," Some-college",10,3023.0101831257,"1","Married","support"," Wife"," White"," Female",4064,0,40," United-States","0"
"17909",25,"Employed",122175," HS-grad",9,9885.0082140416,"1","Un_married","cleaner"," Own-child"," White"," Male",0,0,40," United-States","0"
"17917",66,"Employed",182470," Prof-school",15,6844.5746600628,"1","Married","specialty"," Husband"," White"," Male",0,0,25," United-States","1"
"17942",29,"Gov",376302," Assoc-voc",11,2929.496506229,"1","Married","support"," Wife"," White"," Female",0,0,35," Nicaragua","1"
"17962",49,"Employed",144396," 11th",7,8263.3534260094,"1","Un_married","managerial"," Not-in-family"," White"," Female",0,0,38," United-States","0"
"18039",19,"Employed",25429," 12th",8,5261.7349252105,"1","Un_married","other"," Own-child"," White"," Female",0,0,20," United-States","0"
"18047",37,"Employed",238049," 9th",5,2922.2841542214,"1","Un_married","house_servant"," Not-in-family"," White"," Female",0,0,30," El-Salvador","0"
"18063",23,"Gov",279243," Some-college",10,8698.3996666968,"1","Un_married","guard"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"18090",47,"Employed",61885," Bachelors",13,4329.9448229373,"1","Married","specialty"," Husband"," White"," Male",15024,0,50," United-States","1"
"18120",64,"Gov",190660," HS-grad",9,8844.6738310158,"1","Un_married","repair"," Not-in-family"," White"," Male",0,0,40," United-States","1"
"18145",36,"Employed",35429," Some-college",10,7876.6343854368,"1","Married","managerial"," Husband"," White"," Male",0,0,60," United-States","0"
"18164",73,"Employed",336007," HS-grad",9,8927.629834041,"1","Married","sales"," Husband"," White"," Male",0,0,40," United-States","0"
"18193",58,"Employed",157786," HS-grad",9,2652.492493391,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","0"
"18197",44,"Employed",37997," HS-grad",9,4016.7152937502,"1","Married","farming"," Husband"," White"," Male",0,0,60," United-States","0"
"18261",45,"Employed",293691," HS-grad",9,9289.734987542,"1","Un_married","clerical"," Not-in-family"," Asian-Pac-Islander"," Female",0,1590,40," Japan","0"
"18267",43,"Employed",193494," Prof-school",15,3117.9552040994,"1","Married","specialty"," Husband"," White"," Male",0,0,60," United-States","1"
"18304",25,"Employed",175540," HS-grad",9,5218.7936641276,"1","Un_married","clerical"," Not-in-family"," White"," Male",0,0,50," United-States","0"
"18330",42,"Employed",155972," HS-grad",9,2575.4757896066,"1","Married","cleaner"," Husband"," White"," Male",0,0,40," United-States","1"
"18405",37,"Employed",36214," Bachelors",13,7170.0482908636,"1","Married","repair"," Husband"," White"," Male",0,0,65," United-States","1"
"18444",46,"Employed",171095," Assoc-acdm",12,6210.2006394416,"1","Un_married","sales"," Unmarried"," White"," Female",0,0,38," United-States","0"
"18468",28,"Employed",173611," HS-grad",9,5284.4914961606,"1","Un_married","managerial"," Own-child"," White"," Female",0,0,40," United-States","0"
"18473",27,"Employed",177057," HS-grad",9,6213.3009005338,"1","Un_married","inspector"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"18475",21,"Employed",251603," HS-grad",9,9449.5689570904,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"18510",41,"Employed",203451," Some-college",10,6381.9346260279,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,15," United-States","0"
"18520",46,"Employed",193047," HS-grad",9,4116.0346847028,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"18524",23,"Gov",55465," Some-college",10,6465.2602933347,"1","Un_married","cleaner"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"18546",60,"Employed",54800," HS-grad",9,8351.5888154507,"1","Married","other"," Wife"," White"," Female",0,0,40," United-States","0"
"18554",18,"Employed",327612," 10th",6,9585.0474257022,"1","Un_married","other"," Own-child"," White"," Female",0,0,20," United-States","0"
"18555",27,"Employed",147340," Some-college",10,3485.2027855814,"1","Un_married","managerial"," Own-child"," White"," Female",0,0,40," United-States","0"
"18574",58,"Employed",280309," Assoc-acdm",12,4728.3836379647,"1","Married","managerial"," Husband"," White"," Male",5178,0,60," United-States","1"
"18581",37,"Employed",25864," HS-grad",9,3672.380886972,"1","Un_married","specialty"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States","0"
"18592",27,"Employed",208725," Bachelors",13,9623.9609904587,"1","Un_married","repair"," Own-child"," White"," Male",0,0,40," United-States","0"
"18620",23,"Employed",207415," Assoc-acdm",12,2458.3758730441,"1","Married","sales"," Wife"," White"," Female",0,0,25," United-States","0"
"18643",46,"Employed",99086," Some-college",10,4474.7172854841,"1","Married","clerical"," Wife"," White"," Female",0,0,40," United-States","1"
"18675",26,"Employed",213081," HS-grad",9,9376.1804141104,"1","Un_married","clerical"," Unmarried"," Black"," Female",0,0,40," Jamaica","0"
"18688",50,"Employed",237868," Masters",14,6906.0935080051,"1","Married","managerial"," Husband"," White"," Male",0,0,50," United-States","1"
"18741",43,"Employed",34218," Some-college",10,8634.8995640874,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","0"
"18746",29,"Employed",259226," 11th",7,6223.0947520584,"1","Un_married","inspector"," Own-child"," White"," Male",0,0,48," United-States","0"
"18776",40,"Employed",360884," Some-college",10,4826.2925650924,"1","Married","clerical"," Wife"," White"," Female",7298,0,40," United-States","1"
"18826",30,"Employed",236861," HS-grad",9,5935.2955650538,"1","Un_married","managerial"," Not-in-family"," White"," Male",0,1876,45," United-States","0"
"18829",58,"Gov",318537," 12th",8,2499.4329307228,"1","Married","farming"," Husband"," White"," Male",0,0,40," United-States","0"
"18855",48,"Employed",171986," HS-grad",9,8743.3227300644,"1","Un_married","specialty"," Not-in-family"," White"," Male",0,0,15," United-States","0"
"18860",24,"Employed",122348," Bachelors",13,5086.0784798861,"1","Married","managerial"," Wife"," White"," Female",0,0,40," United-States","0"
"18876",50,"Employed",162327," Some-college",10,2940.4102265835,"1","Married","cleaner"," Husband"," White"," Male",0,0,50," United-States","0"
"18877",44,"Gov",100479," Assoc-acdm",12,2054.0502816439,"1","Married","specialty"," Husband"," White"," Male",0,0,48," United-States","0"
"18911",41,"Employed",171546," Bachelors",13,8192.1369824559,"1","Married","support"," Husband"," White"," Male",0,0,45," United-States","1"
"18940",23,"Employed",119665," HS-grad",9,5123.1652405113,"1","Un_married","clerical"," Not-in-family"," White"," Male",0,0,60," United-States","0"
"18963",28,"Employed",173110," HS-grad",9,4726.316312328,"1","Un_married","managerial"," Not-in-family"," White"," Female",0,0,40," United-States","0"
"19024",28,"Gov",214881," HS-grad",9,7520.3127600253,"1","Married","repair"," Husband"," White"," Male",0,0,40," United-States","0"
"19058",20,"Employed",218178," HS-grad",9,9877.3047402501,"1","Un_married","cleaner"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"19079",53,"Employed",137815," Some-college",10,4933.7252583355,"1","Un_married","managerial"," Not-in-family"," White"," Male",0,0,40," United-States","1"
"19102",46,"Gov",33373," Bachelors",13,9340.3176348656,"1","Un_married","specialty"," Unmarried"," White"," Female",0,0,40," United-States","0"
"19125",24,"Employed",41838," Some-college",10,7981.3561886549,"1","Married","repair"," Husband"," White"," Male",2407,0,40," United-States","0"
"19145",33,"Employed",192256," Bachelors",13,5621.4295141399,"1","Married","repair"," Husband"," White"," Male",0,0,50," United-States","0"
"19169",50,"Employed",302708," Bachelors",13,5531.3850343227,"1","Married","managerial"," Husband"," Asian-Pac-Islander"," Male",7688,0,50," Japan","1"
"19183",40,"Employed",183765," HS-grad",9,9667.7197143436,"1","Married","other"," Husband"," White"," Male",0,0,40," United-States","0"
"19184",27,"Employed",107846," HS-grad",9,8111.3674398512,"1","Un_married","guard"," Not-in-family"," White"," Male",0,0,30," United-States","0"
"19196",58,"Employed",94345," HS-grad",9,5127.5521796197,"1","Married","sales"," Husband"," White"," Male",0,0,40," United-States","0"
"19216",47,"Gov",81654," Some-college",10,9669.4710552692,"1","Un_married","managerial"," Not-in-family"," White"," Male",0,0,56," United-States","1"
"19229",47,"Employed",96798," HS-grad",9,2409.4353225082,"1","Married","managerial"," Husband"," White"," Male",0,0,80," United-States","1"
"19280",39,"Employed",151023," Some-college",10,3253.1283907592,"1","Un_married","clerical"," Unmarried"," White"," Female",114,0,45," United-States","0"
"19285",24,"Employed",388885," HS-grad",9,2381.9998838008,"1","Un_married","inspector"," Not-in-family"," White"," Male",0,0,48," United-States","0"
"19320",53,"Employed",55139," Masters",14,5514.0274837613,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"19324",70,"Employed",315868," Bachelors",13,4691.4469189942,"1","Un_married","clerical"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"19340",21,"Employed",33616," Some-college",10,9867.9131418467,"1","Un_married","clerical"," Own-child"," White"," Female",0,0,25," United-States","0"
"19347",28,"Employed",183151," 11th",7,6492.6105532795,"1","Married","cleaner"," Husband"," White"," Male",7688,0,40," United-States","1"
"19359",21,"Employed",213041," HS-grad",9,3438.7722257525,"1","Un_married","clerical"," Own-child"," White"," Female",0,0,40," Cuba","0"
"19372",63,"Employed",34098," 10th",6,5303.7607278675,"1","Un_married","farming"," Unmarried"," White"," Female",0,0,56," United-States","0"
"19375",26,"Employed",276309," Some-college",10,9369.4276828319,"1","Un_married","cleaner"," Own-child"," Black"," Female",0,0,20," United-States","0"
"19383",45,"Employed",175262," 9th",5,2729.6837177128,"1","Married","cleaner"," Husband"," Asian-Pac-Islander"," Male",0,0,40," India","0"
"19472",24,"Employed",258298," Assoc-voc",11,9282.0479739457,"1","Un_married","support"," Not-in-family"," White"," Male",0,0,45," United-States","0"
"19487",22,"Employed",153516," Bachelors",13,5446.3640004396,"1","Un_married","specialty"," Not-in-family"," White"," Male",0,0,40," United-States","0"
"19497",46,"Employed",110171," Some-college",10,5206.6290564835,"1","Married","repair"," Husband"," White"," Male",7688,0,40," United-States","1"
"19514",27,"Gov",23740," HS-grad",9,3891.1015316844,"1","Un_married","transport"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,38," United-States","1"
"19575",34,"Employed",321787," Some-college",10,6556.0964290053,"1","Un_married","clerical"," Own-child"," White"," Male",0,0,40," United-States","0"
"19576",27,"Gov",21306," Assoc-acdm",12,9074.1266403347,"1","Un_married","clerical"," Not-in-family"," White"," Female",0,0,40," Germany","0"
"19578",18,"Employed",148952," Some-college",10,4466.0080783069,"1","Un_married","other"," Own-child"," White"," Female",0,0,24," United-States","0"
"19588",52,"Employed",208302," HS-grad",9,6600.6949599832,"1","Married","inspector"," Husband"," White"," Male",0,0,60," United-States","0"
"19591",64,"Employed",149698," Prof-school",15,6615.3750065714,"1","Married","specialty"," Husband"," White"," Male",0,0,40," United-States","1"
"19627",45,"Employed",474617," HS-grad",9,9370.9225207567,"1","Un_married","sales"," Unmarried"," Black"," Male",5455,0,40," United-States","0"
"19637",32,"Gov",169583," Doctorate",16,3788.5654419661,"1","Un_married","specialty"," Not-in-family"," White"," Female",0,0,70," United-States","0"
"19664",20,"Employed",224424," 12th",8,8557.2717599571,"1","Un_married","inspector"," Own-child"," White"," Male",0,0,40," United-States","0"
"19676",49,"Employed",296849," Some-college",10,2253.934552893,"1","Married","managerial"," Husband"," White"," Male",0,0,40," United-States","1"
"19683",28,"Employed",140845," 10th",6,9707.6168730855,"1","Un_married","inspector"," Not-in-family"," White"," Female",0,155,40," United-States","0"
"19694",50,"Gov",191130," Assoc-voc",11,5770.47595568,"1","Married","guard"," Husband"," White"," Male",0,0,40," United-States","1"
"19735",45,"Employed",248993," HS-grad",9,5965.8697806299,"1","Married","farming"," Other-relative"," Black"," Male",0,0,40," United-States","0"
"19739",65,"Employed",213477," Masters",14,2465.7780006528,"1","Un_married","sales"," Not-in-family"," White"," Male",0,0,28," United-States","0"
"19782",40,"Employed",182629," Bachelors",13,7930.990613997,"1","Un_married","managerial"," Not-in-family"," White"," Male",0,0,40," United-States","0"
